body_part,equipment,name,target,secondary_muscles_full,difficulty,sets,reps
upper body,cable,cable straight bar tall kneeling tricep pushdown,triceps,"triceps brachii , anconeus, brachioradialis",beginner,2,10-12
upper body,cable,single arm cable bayesian curl,biceps,"biceps brachii, brachialis, brachioradialis",beginner,2,10-12
upper body,"cable, bench (incline)",cable rope incline bench tricep pushdown,triceps,"triceps brachii , anconeus, brachioradialis",beginner,3,10-12
full body,kettlebell,double kettlebell start stop half snatch,glutes,"gluteus maximus, biceps femoris, anterior deltoids ",intermediate,3,15-18
full body,kettlebell,alternating single arm kettlebell start stop half snatch,glutes,"gluteus maximus, biceps femoris, anterior deltoids ",intermediate,3,12-15
full body,kettlebell,single arm kettlebell start stop half snatch,glutes,"gluteus maximus, biceps femoris, anterior deltoids ",intermediate,3,12-15
upper body,kettlebell,double kettlebell kneeling push up,pectorals,"pectoralis major, triceps brachii",beginner,3,10-12
core,bodyweight,bodyweight oblique crunch,abdominals,"obliques, rectus abdominis, iliopsoas",beginner,3,10-12
full body,kettlebell,double kettlebell start stop clean to overhead press,shoulders,"anterior deltoids, triceps brachii, gluteus minimus",intermediate,3,12-15
full body,kettlebell,double kettlebell start stop clean to front rack alternating reverse lunge,quadriceps,"quadriceps femoris, gluteus maximus, biceps femoris",intermediate,3,15-18
full body,kettlebell,double kettlebell start stop clean to thruster,shoulders,"anterior deltoids, gluteus maximus",intermediate,4,12-15
full body,kettlebell,double kettlebell start stop clean to push jerk,shoulders,"anterior deltoids, triceps brachii, gluteus minimus",intermediate,3,12-15
full body,kettlebell,double kettlebell start stop clean to split jerk,shoulders,"anterior deltoids, gluteus maximus",intermediate,4,15-18
full body,kettlebell,double kettlebell start stop clean to front rack squat,quadriceps,"quadriceps femoris, gluteus maximus, biceps femoris",intermediate,3,12-15
full body,kettlebell,double kettlebell start stop clean to push press,shoulders,"anterior deltoids, triceps brachii, gluteus minimus",intermediate,4,15-18
full body,kettlebell,double kettlebell start stop clean to front rack alternating forward lunge,quadriceps,"quadriceps femoris, gluteus maximus, biceps femoris",intermediate,4,12-15
full body,kettlebell,single arm kettlebell start stop clean to overhead press,shoulders,"anterior deltoids, gluteus maximus",intermediate,3,15-18
full body,kettlebell,single arm kettlebell start stop clean to front rack contralateral reverse lunge,quadriceps,"quadriceps femoris, gluteus maximus, biceps femoris",intermediate,4,15-18
full body,kettlebell,single arm kettlebell start stop clean to split jerk,shoulders,"anterior deltoids, gluteus maximus",intermediate,4,12-15
full body,kettlebell,single arm kettlebell start stop clean to thruster,shoulders,"anterior deltoids, gluteus maximus, quadriceps femoris",intermediate,3,12-15
full body,kettlebell,single arm kettlebell start stop clean to push press,shoulders,"anterior deltoids, gluteus maximus",intermediate,4,15-18
full body,kettlebell,single arm kettlebell start stop clean to push jerk,shoulders,"anterior deltoids, gluteus maximus",intermediate,4,12-15
full body,kettlebell,single arm kettlebell start stop clean to front rack contralateral forward lunge,quadriceps,"quadriceps femoris, gluteus maximus, biceps femoris",intermediate,4,15-18
full body,kettlebell,single arm kettlebell start stop clean to front rack squat,quadriceps,"quadriceps femoris, gluteus maximus, biceps femoris",intermediate,3,15-18
full body,kettlebell,single arm kettlebell start stop clean to front rack ipsilateral reverse lunge,quadriceps,"quadriceps femoris, gluteus maximus, biceps femoris",intermediate,3,15-18
full body,kettlebell,single arm kettlebell start stop clean to front rack ipsilateral forward lunge,quadriceps,"quadriceps femoris, gluteus maximus, biceps femoris",intermediate,3,15-18
full body,kettlebell,alternating single arm kettlebell start stop clean to push jerk,shoulders,"anterior deltoids, gluteus maximus",intermediate,4,12-15
full body,kettlebell,alternating single arm kettlebell start stop clean to thruster,shoulders,"anterior deltoids, gluteus maximus, quadriceps femoris",intermediate,4,12-15
full body,kettlebell,alternating single arm kettlebell start stop clean to split jerk,shoulders,"anterior deltoids, gluteus maximus",intermediate,4,15-18
full body,kettlebell,alternating single arm kettlebell start stop clean to push press,shoulders,"anterior deltoids, gluteus maximus",intermediate,3,12-15
full body,kettlebell,alternating single arm kettlebell start stop clean to overhead press,shoulders,"anterior deltoids, gluteus maximus",intermediate,3,15-18
full body,kettlebell,alternating single arm kettlebell start stop clean to front rack squat,quadriceps,"quadriceps femoris, gluteus maximus, biceps femoris",intermediate,4,15-18
full body,barbell,single arm barbell suitcase deadlift,back,"latissimus dorsi, obliques",beginner,3,10-12
full body,dumbbell,double dumbbell suitcase deadlift,back,"latissimus dorsi, gluteus maximus, biceps femoris",beginner,3,10-12
lower body,"dumbbell, bench (flat)",single arm dumbbell bent knee copenhagen plank,adductors,adductor magnus,intermediate,4,12-15
lower body,"dumbbell, bench (flat)",single arm dumbbell copenhagen plank,adductors,adductor magnus,intermediate,3,15-18
upper body,dumbbell,double dumbbell tall kneeling lateral raise,shoulders,"lateral deltoids, anterior deltoids, trapezius",beginner,2,10-12
lower body,"sled, suspension trainer",sled reverse drag,quadriceps,"vastus mediais, gluteus maximus, biceps femoris",intermediate,3,12-15
upper body,"kettlebell, bench (flat)",kettlebell seated overhead tricep extension,triceps,"triceps brachii , anterior deltoids, rectus abdominis",beginner,3,12-15
upper body,kettlebell,kettlebell overhead tricep extension,triceps,"triceps brachii , anterior deltoids, rectus abdominis",beginner,2,10-12
upper body,kettlebell,kettlebell tall kneeling overhead tricep extension,triceps,"triceps brachii , anterior deltoids, rectus abdominis",beginner,3,10-12
upper body,dumbbell,dumbbell crush grip tall kneeling bicep curl,biceps,"biceps brachii, brachialis, brachioradialis",beginner,2,12-15
lower body,"sliders, bulgarian bag",slider bulgarian bag back rack reverse lunge,quadriceps,"quadriceps femoris, gluteus maximus, adductor magnus",beginner,2,10-12
upper body,"kettlebell, bench (incline)",double kettlebell incline bench chest fly,pectorals,"pectoralis major, anterior deltoids, biceps brachii",beginner,3,12-15
upper body,"kettlebell, bench (flat)",double kettlebell chest fly,pectorals,"pectoralis major, anterior deltoids, biceps brachii",beginner,3,10-12
upper body,"kettlebell, bench (decline)",double kettlebell decline bench chest fly,pectorals,"pectoralis major, anterior deltoids, biceps brachii",beginner,2,12-15
upper body,pull up bar,single arm bar chin up,biceps,"biceps brachii, latissimus dorsi",advanced,5,10-12
upper body,dumbbell,double dumbbell seated cuban press,shoulders,"posterior deltoids, infraspinatus, upper trapezius",beginner,2,10-12
upper body,kettlebell,double kettlebell dive bomber push up,pectorals,"pectoralis major, triceps brachii",intermediate,4,12-15
upper body,"kettlebell, bench (flat)",double kettlebell feet elevated pike push up,shoulders,"anterior deltoids, triceps brachii",intermediate,4,15-18
upper body,kettlebell,double kettlebell pseudo planche push up,pectorals,"pectoralis major, anterior deltoids",advanced,4,10-12
upper body,"sled, suspension trainer",sled low row,back,"latissimus dorsi, biceps brachii",intermediate,3,12-15
upper body,"superband, pull up bar",superband assisted bar chin up,biceps,"biceps brachii, latissimus dorsi",beginner,3,10-12
upper body,pull up bar,bar commando pull up,back,"latissimus dorsi, biceps brachii",advanced,4,8-10
upper body,barbell,single arm barbell half kneeling bent press,shoulders,"anterior deltoids, triceps brachii",advanced,5,8-10
upper body,"superband, pull up bar",superband assisted bar commando pull up,back,"latissimus dorsi, biceps brachii",intermediate,3,15-18
lower body,bodyweight,bodyweight toe balance squat,quadriceps,"quadriceps femoris, gluteus maximus",beginner,2,12-15
upper body,climbing rope,climbing rope l sit pull up,back,"latissimus dorsi, biceps brachii, rectus abdominis",advanced,4,8-10
upper body,climbing rope,climbing rope seated l sit pull up,back,"latissimus dorsi, biceps brachii, rectus abdominis",advanced,5,10-12
core,climbing rope,climbing rope hanging l sit,abdominals,rectus abdominis,intermediate,4,12-15
core,climbing rope,climbing rope hanging l sit flutter kicks ,hip flexors,"iliopsoas, rectus abdominis",intermediate,4,15-18
upper body,climbing rope,climbing rope l sit climb,back,"latissimus dorsi, biceps brachii, rectus abdominis",advanced,5,8-10
upper body,climbing rope,climbing rope legless climb,back,"latissimus dorsi, biceps brachii",advanced,5,8-10
upper body,climbing rope,climbing rope j hook climb,back,"latissimus dorsi, biceps brachii",advanced,5,8-10
upper body,climbing rope,climbing rope s wrap climb,back,"latissimus dorsi, biceps brachii",advanced,4,10-12
full body,kettlebell,kettlebell single leg standing bent knee alternating halo,shoulders,"posterior deltoids, medial deltoids",advanced,4,8-10
upper body,kettlebell,single arm kettlebell single leg standing bent knee ipsilateral overhead press,shoulders,"anterior deltoids, triceps brachii",intermediate,3,15-18
core,barbell,barbell zercher march,hip flexors,"iliopsoas, rectus abdominis, gluteus medius",intermediate,4,15-18
core,bodyweight,bodyweight march,hip flexors,"iliopsoas, rectus abdominis, gluteus medius",beginner,3,10-12
full body,kettlebell,single arm kettlebell rotational snatch,shoulders,"anterior deltoids, obliques, gluteus maximus",advanced,4,8-10
core,suspension trainer,suspension pallof press,abdominals,"obliques, rectus abdominis",intermediate,4,15-18
upper body,climbing rope,climbing rope dead hang,forearms,"brachioradialis, latissimus dorsi, teres major",beginner,2,10-12
core,suspension trainer,single arm suspension kneeling rollout,abdominals,"rectus abdominis, latissimus dorsi, serratus anterior",advanced,5,8-10
core,stability ball,stability ball reverse crunch,abdominals,"rectus abdominis, iliopsoas, obliques",beginner,2,10-12
full body,slam ball,slam ball overhead slam,abdominals,"rectus abdominis, latissimus dorsi, gluteus maximus",beginner,2,12-15
full body,slam ball,slam ball tall kneeling overhead slam,abdominals,"rectus abdominis, latissimus dorsi, gluteus maximus",beginner,3,12-15
full body,slam ball,slam ball alternating rotational overhead slam,abdominals,"obliques, rectus abdominis, latissimus dorsi",intermediate,4,12-15
full body,slam ball,slam ball squat jump overhead slam ,abdominals,"rectus abdominis, latissimus dorsi, gluteus maximus",intermediate,4,15-18
full body,slam ball,slam ball tall kneeling alternating rotational overhead slam,abdominals,"obliques, rectus abdominis, latissimus dorsi",intermediate,4,15-18
lower body,bodyweight,bodyweight shrimp squat,quadriceps,"quadriceps femoris, gluteus maximus",advanced,4,8-10
lower body,bodyweight,bodyweight hand assisted shrimp squat,quadriceps,"quadriceps femoris, gluteus maximus",intermediate,4,12-15
upper body,cable,double cable bayesian curl,biceps,"biceps brachii, brachialis, brachioradialis",beginner,3,10-12
upper body,"barbell, bench (incline)",barbell reverse grip incline bench press,pectorals,pectoralis major,intermediate,3,12-15
upper body,"barbell, bench (decline)",barbell reverse grip decline bench press,pectorals,pectoralis major,intermediate,4,12-15
core,pull up bar,bar windshield wiper,abdominals,"obliques, rectus abdominis, transverse abdominis",advanced,4,8-10
core,gymnastic rings,ring windshield wiper,abdominals,"obliques, rectus abdominis, transverse abdominis",advanced,4,8-10
core,bodyweight,bodyweight windshield wiper,abdominals,"obliques, rectus abdominis, transverse abdominis",beginner,3,10-12
core,bodyweight,bodyweight bent knee windshield wiper,abdominals,"obliques, rectus abdominis, transverse abdominis",beginner,2,12-15
core,barbell,barbell windshield wiper,abdominals,"obliques, rectus abdominis, transverse abdominis",intermediate,4,12-15
core,pull up bar,bar bent knee windshield wiper,abdominals,"obliques, rectus abdominis, transverse abdominis",intermediate,4,15-18
core,gymnastic rings,ring bent knee windshield wiper,abdominals,"obliques, rectus abdominis, transverse abdominis",intermediate,3,12-15
lower body,"sled, suspension trainer",sled lateral drag,abductors,"gluteus medius, adductor magnus, obliques",intermediate,4,12-15
upper body,sliders,slider chest fly,pectorals,"pectoralis major, anterior deltoids, biceps brachii",intermediate,3,15-18
upper body,sliders,slider kneeling chest fly,pectorals,"pectoralis major, anterior deltoids, biceps brachii",beginner,2,12-15
full body,barbell,barbell squat clean to squat jerk,quadriceps,"quadriceps femoris, gluteus maximus, anterior deltoids ",advanced,5,10-12
full body,barbell,barbell power clean to squat jerk,quadriceps,"quadriceps femoris, gluteus maximus, anterior deltoids ",advanced,4,10-12
full body,barbell,barbell hang squat clean to squat jerk,quadriceps,"quadriceps femoris, gluteus maximus, anterior deltoids ",advanced,5,8-10
full body,barbell,barbell hang power clean to squat jerk,quadriceps,"quadriceps femoris, gluteus maximus, anterior deltoids ",advanced,5,8-10
upper body,ez bar,ez bar close grip strict bicep curl,biceps,"biceps brachii, brachialis, brachioradialis",beginner,2,10-12
core,weight plate,plate overhead march,hip flexors,"iliopsoas, rectus abdominis, gluteus medius",intermediate,4,12-15
core,sliders,slider body saw,abdominals,rectus abdominis,beginner,3,12-15
core,"sliders, parallette bars",slider parallette mountain climber,abdominals,"rectus abdominis, iliopsoas, anterior deltoids",beginner,2,10-12
lower body,weight plate,plate frog pump,glutes,"gluteus maximus, biceps femoris, adductor magnus",beginner,3,12-15
lower body,"dumbbell, bench (flat)",dumbbell feet elevated frog pump,glutes,"gluteus maximus, biceps femoris, adductor magnus",beginner,3,12-15
lower body,"weight plate, bench (flat)",plate feet elevated frog pump,glutes,"gluteus maximus, biceps femoris, adductor magnus",beginner,2,10-12
